lonXStart, latYStart, TimeStart, lonXEnd, latYEnd, TimeEnd, MMSI
-160.917167,54.350823,411872883,-161.675098,54.230487,411877912,566000763
-163.66101,54.225025,411890723,-164.087182,54.262147,411893573,566000763
-175.38578,50.998255,411273911,-175.104057,51.005403,411277232,477409830
-174.921483,51.004635,411279373,-129.080152,49.2427,411872203,477409830
-129.080152,49.2427,411872203,-128.808093,49.19508,411875464,477409830
-128.808093,49.19508,411875464,-128.339183,49.086308,411881174,477409830
-175.608197,52.808973,411280314,-169.052712,54.029058,411323970,220030062
-165.037,54.365,411349527,-164.712167,54.338667,411351981,220030062
-164.512667,54.321667,411353434,-164.202,54.2935,411355658,220030062
-163.993667,54.263833,411357140,-163.505667,54.180333,411360639,220030062
-161.594,54.031833,411374351,-138.387167,50.676833,411530747,220030062
-137.913953,50.544745,411534132,-130.962555,49.28717,411582767,220030062
-130.962555,49.28717,411582767,-129.784667,49.131667,411591214,220030062
-127.593798,48.52132,412231945,-127.847167,48.5185,412233925,220030062
-128.496112,48.518157,412239042,-141.796065,51.257257,412348546,220030062
-141.971973,51.298812,412349957,-143.881788,51.744208,412364807,220030062
-143.940833,51.7575,412365251,-164.159618,54.262612,412516809,220030062
-164.212,54.266667,412517182,-164.50981,54.301743,412519253,220030062
-164.50981,54.301743,412519253,-164.826897,54.333342,412521366,220030062
-175.048287,51.222897,411286612,-154.125495,52.395117,411527522,373500200
-154.125495,52.395117,411527522,-129.083462,47.831927,411875432,373500200
-129.083462,47.831927,411875432,-128.88009,47.7636,411878103,373500200
-128.776362,47.730973,411879463,-128.598018,47.67109,411881841,373500200
-126.635887,47.023972,411908333,-126.42985,46.95686,411911132,373500200
-125.845353,46.759907,411919192,-125.601107,46.678727,411922613,373500200
-124.90895,48.4759,410576398,-125.229583,48.478117,410658977,319090400
-124.7161,44.155417,411204187,-124.744,44.030183,411206248,319090400
-124.894383,39.929283,411267561,-124.797383,39.691333,411270643,319090400
-122.178433,35.113233,411332396,-122.051367,34.964683,411334612,319090400
-121.571667,34.3794,411343363,-121.4638,34.249967,411345444,319090400
-121.395133,34.16875,411346773,-121.264067,34.0155,411349320,319090400
-120.77665,33.722467,411357591,-120.556783,33.717317,411360219,319090400
-117.967183,31.790467,411524489,-118.24875,31.465017,411530774,319090400
-118.308833,31.399267,411532065,-119.299317,30.900583,411548384,319090400
-120.277317,30.637633,411562964,-120.902017,30.466967,411572153,319090400
-121.0035,30.43935,411573664,-122.135667,30.131417,411589259,319090400
-122.312917,30.082983,411591846,-122.565083,30.014883,411595529,319090400
-123.8683,29.6552,411614369,-126.37005,28.9706,411650044,319090400
-127.025617,28.788067,411659652,-127.157533,28.753383,411661583,319090400
-127.171017,28.7496,411661782,-127.52995,28.647283,411666968,319090400
-129.078267,28.21925,411686941,-129.210817,28.182533,411688850,319090400
-129.253783,28.170767,411689471,-129.73825,28.038033,411696531,319090400
-130.920383,27.703917,411713943,-131.154283,27.6406,411717390,319090400
-135.301783,26.470433,411778610,-135.4355,26.433317,411780620,319090400
-135.93955,26.294017,411788269,-136.325767,26.18505,411794189,319090400
-136.358633,26.175483,411794704,-136.521133,26.1301,411797216,319090400
-137.487933,25.8535,411812568,-137.60695,25.819867,411814488,319090400
-137.692183,25.796467,411815858,-137.871583,25.747783,411818759,319090400
-137.998967,25.710767,411820838,-138.7745,25.486917,411833857,319090400
-138.781967,25.484867,411833977,-139.232483,25.357817,411841517,319090400
-139.2474,25.352967,411841768,-156.36355,15.46455,412151593,319090400
-156.36355,15.46455,412151593,-156.685183,15.46585,412156528,319090400
-156.685183,15.46585,412156528,-156.81745,15.467183,412158568,319090400
-156.949667,15.468283,412160647,-157.624183,15.541333,412171264,319090400
-157.624183,15.541333,412171264,-158.099967,15.696433,412179404,319090400
-158.347483,15.777667,412183703,-158.540767,15.836667,412187123,319090400
-158.7298,15.901583,412190424,-158.900967,15.959317,412193435,319090400
-159.03465,16.00125,412195724,-160.278967,16.4165,412216474,319090400
-160.4245,16.46315,412219134,-160.737033,16.560483,412224834,319090400
-160.737033,16.560483,412224834,-163.13935,17.352217,412267605,319090400
-163.220317,17.380267,412269046,-163.428383,17.445417,412272746,319090400
-163.428383,17.445417,412272746,-167.1654,19.125983,412338883,319090400
-175.753912,52.567677,411446549,-168.831018,53.910523,411502856,218000631
-165.586958,54.368953,411530591,-164.64939,54.297738,411538744,218000631
-164.504608,54.281875,411540022,-164.266477,54.260667,411542050,218000631
-163.90269,54.22824,411545032,-163.473425,54.183822,411548560,218000631
-161.58609,54.040268,411563783,-161.130858,54.03399,411567360,218000631
-161.04505,54.033357,411568006,-130.838997,48.541668,411897404,218000631
-130.838997,48.541668,411897404,-130.610308,48.540277,411899343,218000631
-130.610308,48.540277,411899343,-130.385873,48.538213,411901263,218000631
-177.429667,53.1845,411441623,-177.072617,53.24425,411446044,477570700
-176.720967,53.295917,411450153,-168.535267,54.1964,411548035,477570700
-168.465517,54.20285,411549375,-168.360683,54.218417,411551355,477570700
-164.006167,54.248383,411621153,-163.642183,54.209867,411626263,477570700
-161.589867,54.035417,411661866,-128.123133,48.479133,412092807,477570700
-128.0978,48.478933,412093059,-127.883517,48.4773,412095243,477570700
-175.37565,51.015467,411467823,-175.1243,51.019167,411470344,355000050
-174.969083,51.024017,411471954,-130.422517,40.154133,412087032,355000050
-130.422517,40.154133,412087032,-130.317517,39.987533,412089948,355000050
-130.276717,39.92085,412091091,-129.937633,39.515,412098745,355000050
-129.937633,39.515,412098745,-129.6429,39.236917,412104283,355000050
-129.464667,39.068817,412107686,-129.412433,38.974817,412109824,355000050
-125.953767,44.847217,412487942,-126.121033,46.86485,412517179,355000050
-123.030717,49.296833,412633007,-123.03075,49.29685,412634807,355000050
-175.05299,51.268558,411472946,-132.377307,42.392897,411878436,352527000
-123.316187,38.138983,412488001,-124.965552,40.235327,412516802,352527000
-125.264908,47.040307,412592334,-125.274258,47.258595,412594662,352527000
-176.217563,50.683443,411464583,-175.978893,50.683025,411466564,311030053
-175.978893,50.683025,411466564,-130.49975,50.035548,411926913,311030053
-135.645383,37.820917,410273716,-135.306067,37.788,410276464,235168706
-134.397933,37.695033,410283801,-133.893017,37.640283,410287864,235168706
-125.54155,37.8721,411026502,-125.75405,37.880633,411028508,235168706
-127.049367,37.94105,411041006,-127.248017,37.948383,411042949,235168706
-128.165917,37.99125,411051978,-128.38225,38.000883,411054104,235168706
-128.38225,38.000883,411054104,-128.785533,38.01045,411058093,235168706
-128.785533,38.01045,411058093,-174.490517,51.553817,411518699,235168706
-174.743878,51.568747,411687933,-169.40139,52.915812,411743859,356006603
-168.793618,53.318798,411751749,-168.461053,53.482148,411755476,356006603
-168.162617,53.61957,411758692,-167.513567,53.855175,411765192,356006603
-168.274293,53.731742,412470680,-168.765923,53.593915,412476881,356006603
-168.765923,53.593915,412476881,-169.255597,53.409893,412483919,356006603
-169.255597,53.409893,412483919,-169.355637,53.317825,412486167,356006603
-169.341418,53.200057,412487943,-173.40573,52.227367,412552882,356006603
-173.471465,52.204077,412740593,-169.460565,52.885598,412779789,356006603
-168.788812,53.3497,412788715,-168.497797,53.486245,412791853,356006603
-168.14728,53.629117,412795368,-167.574965,53.844388,412800761,356006603
-174.669395,51.55704,411547680,-169.268942,51.871423,411583106,367008403
-169.268942,51.871423,411583106,-134.258425,41.097385,411857927,367008403
-134.252253,41.093372,411857987,-134.04149,40.956413,411860018,367008403
-133.881793,40.852362,411861563,-133.618503,40.679352,411864143,367008403
-121.476217,32.522727,412181998,-121.769588,32.436657,412185066,367008403
-123.569532,31.906797,412203816,-123.82953,31.830162,412206408,367008403
-126.075233,31.198728,412225797,-126.41484,31.102378,412228693,367008403
-130.269812,29.999575,412261954,-130.570743,29.912925,412264561,367008403
-132.242715,29.430068,412279192,-132.506063,29.354153,412281543,367008403
-133.153422,29.166197,412287394,-156.0047,21.90836,412516806,367008403
-175.241723,50.830663,411538193,-174.875388,50.87706,411540780,351030086
-174.719315,50.898377,411541920,-133.94448,42.700173,411879700,351030086
-132.659167,41.926157,411893980,-132.38171,41.765865,411896987,351030086
-121.884733,35.431887,412487957,-122.639365,36.51184,412516804,351030086
-124.408592,39.09419,412671561,-124.455583,39.20761,412673952,351030086
-125.1004,43.652568,412767021,-125.109993,44.056388,412775151,351030086
-125.109993,44.056388,412775151,-125.127477,44.21323,412778383,351030086
-125.137065,44.731458,412788833,-125.162903,45.128843,412796901,351030086
-125.218248,46.746257,412830041,-125.221645,46.84187,412832003,351030086
-125.245425,47.096133,412837153,-125.255457,47.260328,412840453,351030086
-125.255462,47.275188,412840752,-125.25878,47.398518,412843272,351030086
-127.835717,40.218033,410912521,-133.638883,43.960983,411008633,356000655
-133.638883,43.960983,411008633,-133.82495,43.916683,411010957,356000655
-134.092667,43.856467,411014337,-134.261433,43.822067,411016418,356000655
-134.486717,43.77925,411019133,-173.015283,52.879267,411521114,356000655
-173.015283,52.879267,411521114,-173.5036,52.881667,411524943,356000655
-173.809767,52.884983,411527366,-175.4469,52.89685,411539134,356000655
-174.86049,50.998287,411614969,-136.177867,47.073215,411915365,372070028
-135.843905,46.828232,411919151,-135.667463,46.693015,411921198,372070028
-135.628155,46.662783,411921653,-135.40695,46.484397,411924288,372070028
-128.470138,40.728312,412017053,-128.3408,40.61624,412018866,372070028
-124.431623,38.82783,412719626,-124.574445,38.929133,412721546,372070028
-124.876133,39.13498,412725564,-125.024933,39.238098,412727559,372070028
-175.363933,50.98705,411626906,-175.136817,50.99915,411629103,372460900
-174.473667,51.037967,411635463,-161.840483,53.698667,411755344,372460900
-161.840483,53.698667,411755344,-154.6081,55.5121,411814168,372460900
-154.430133,55.546917,411815626,-154.180583,55.593283,411817654,372460900
-153.014633,55.8034,411827402,-150.209383,56.1058,411852044,372460900
-149.01085,56.1793,411861513,-136.320717,55.18805,411969881,372460900
-135.472533,55.035717,411982771,-135.322333,55.0063,411984982,372460900
-134.959633,54.938617,411990591,-134.798533,54.911317,411993053,372460900
-133.0568,54.565683,412019162,-132.848683,54.51805,412022252,372460900
-132.488983,54.302517,412074453,-132.489967,54.304117,412080376,372460900
-132.489483,54.304383,412080583,-132.483183,54.3084,412083685,372460900
-130.361083,54.285183,412191327,-130.361217,54.285183,412195286,372460900
-130.361217,54.285183,412195286,-130.36105,54.285233,412207164,372460900
-130.36105,54.285233,412207164,-130.361033,54.285117,412210125,372460900
